doi	title	abstract	labels
10.1175/jamc-d-17-0217.1	A spatial and temporal analysis of 30-day heavy snowfall amounts in the eastern United States, 1900-2016	AbstractHeavy 30-day snowfall amounts were evaluated to identify spatial and temporal characteristics east of the Rocky Mountains in the United States during the period 1900–2016. An extensive data assessment identified 507 stations for use in this long-term climate study. The top 30-day heavy snowfall amount and the average of the top five 30-day heavy snowfall amounts were examined. Both amounts generally increased with latitude; however, much higher amounts were found downwind of the Great Lakes, at higher elevations, or in locations impacted by topographic features (e.g., Rockies, Black Hills, and Appalachians). When compared with the 1981–2010 average winter snowfall, the top 30-day amount was found to be greater than the winter average in most areas of the eastern United States. The number of stations experiencing a top-five 30-day heavy snowfall period in a winter ranged from 1 to 128 (1959/60), with a greater overall occurrence in the second half of the 117-yr period. Six episodes had 10% or more stations experiencing one of the top five 30-day snowfall amounts, with the February–March 1960 episode impacting 124 stations, and these episodes were associated with large negative 500-hPa height anomalies. The northern Great Plains, Great Lakes, Midwest, and Northeast experienced more top-five periods in the second half of the 117-yr period, whereas most of the southern states experienced top-five periods throughout the study’s time frame. Examining extremes at periods beyond the daily event and less than the season contributes to our knowledge of climate and provides useful information to snow-sensitive sectors.</jats:p	['SDG13']
10.1021/acs.est.7b04121	Plant Response to Metal-Containing Engineered Nanomaterials: An Omics-Based Perspective		['SDG13']
10.1016/j.ecolind.2018.03.033	Influencing factors and regional discrepancies of the efficiency of carbon dioxide emissions in Jiangsu, China		['SDG13']
10.18848/1835-7156/cgp/v09i01/53-70	Support for an international climate change treaty among American and Chinese adults		['SDG13']
10.1002/2017gl076361	Understanding the Dynamics of Future Changes in Extreme Precipitation Intensity		['SDG13']
10.1002/eco.1967	A simple greenhouse experiment to explore the effect of cryogenic water extraction for tracing plant source water		['SDG13']
10.1007/s10784-018-9392-2	Youth participation and agency in the United Nations Framework Convention on Climate Change		['SDG13']
10.1016/j.cogsc.2018.03.008	Teaching relevant climate change topics in undergraduate chemistry courses: Motivations, student misconceptions, and resources		['SDG13']
10.1002/joc.5531	Statistical downscaling of daily precipitation and temperatures in southern La Plata Basin		['SDG13']
10.1002/2018gl077217	Cloud Condensate and Radiative Feedbacks at Midlatitudes in an Aquaplanet		['SDG13']
10.1016/j.ijleo.2018.03.024	Porous silicon based CO<inf>2</inf> sensors with high sensitivity		['SDG13']
10.1007/978-3-319-62731-1_4	Environment/climate air pollution		['SDG13']
10.23919/ursigass.2017.8105398	Climatological model of over-the-horizon radar (CMOR)		['SDG13']
10.3390/en11020314	Economic optimal HVAC design for hybrid GEOTABS buildings and CO2 emissions analysis		['SDG13']
10.1007/s10499-018-0273-z	Design and practical test of a compact phosphorus elimination module for freshwater RAS discharge water		['SDG13']
10.4324/9781315643076	Japanese foreign policies on global climate change: From Kyoto to Paris		['SDG13']
10.3390/en11051203	Impacts of decarbonisation on the water-energy-land (WEL) nexus: A case study of the Spanish electricity sector	Over the last decades, combating climate change has been an important concern for policy makers. As a result, many policies have been designed towards this direction. Being electricity generation the focus of climate change mitigation policies, important changes are expected in this sector over the next few years as a result of the implementation of such policies. However, electricity production also generates other impacts on the water, energy and land (WEL) nexus that must be further investigated. To shed some light to this issue, this paper presents and discusses the potential impacts on the water-energy-land nexus resulting from the decarbonisation of the Spanish electricity system impacts under two different long-term scenarios. Using a Life Cycle Assessment (LCA) approach, a set of environmental impacts relevant for the nexus have been analysed for the current and future electricity generation technologies in Spain. Additionally, through the use of an optimization energy model&mdash;Times-Spain&mdash;the evolution of the electricity technologies in Spain until 2030, under two different scenarios and targets has been assessed. Taking into consideration such scenarios, the global warming, acidification, eutrophication, ecotoxicity, water consumption, resource depletion and land use impacts have been estimated. Results show that, over time, together with the decrease of greenhouse gas emission, acidification and eutrophication tend to decrease in both scenarios. On the contrary, ecotoxicity and resource use impacts tend to increase	['SDG13']
10.1021/acs.jpca.8b01890	Atmospheric Oxidation Mechanism and Kinetics of Hydrofluoroethers, CH<inf>3</inf>OCF<inf>3</inf>, CH<inf>3</inf>OCHF<inf>2</inf>, and CHF<inf>2</inf>OCH<inf>2</inf>CF<inf>3</inf>, by OH Radical: A Theoretical Study		['SDG13']
